2	4	5000	100	120	0	0	9000
2	2	10000	20	80	0	0	6301.31397042327
2	2	10000	40	60	0	0	6301.13994793632
2	4	5000	160	300	0	0	14670.4359373019
2	4	5000	200	250	0	0	14350.4335001977
2	8	2500	350	400	0	0	11975.2091403073
1	4	5000	600	0	0	0	19175.204912638
1	4	5000	500	0	0	0	15975.2063052825
1	4	5000	800	0	0	0	25575.2031718321
1	4	5000	700	0	0	0	22375.2039178918
1	8	2500	900	0	0	0	14387.6012957817
1	8	2500	1000	0	0	0	15987.6010636742
1	8	2500	1200	0	0	0	19187.6007155129
1	8	2500	1400	0	0	0	22387.6004668263
1	8	2500	1600	0	0	0	25587.6002803113
1	8	2500	1800	0	0	0	28787.6001352441
1	8	2500	2000	0	0	0	31987.6000191903
1	8	1250	2500	0	0	0	19993.7999051468
1	8	1250	2500	0	0	0	19993.7999051468
1	8	1250	3000	0	0	0	23993.7998355145
1	8	1250	3000	0	0	0	23993.7998355145
1	8	1250	3500	0	0	0	27993.7997857772
1	8	1250	3500	0	0	0	27993.7997857772
1	8	1250	4000	0	0	0	31993.7997484742
1	8	1250	4000	0	0	0	31993.7997484742
1	8	1250	4500	0	0	0	35993.7997194607
1	8	1250	4500	0	0	0	35993.7997194607
1	8	1250	5000	0	0	0	39993.79969625
1	8	1250	5000	0	0	0	39993.79969625
1	8	2500	2250	0	0	0	35987.5999031365
1	8	1250	2750	0	0	0	21993.7998671655
1	8	1250	2750	0	0	0	21993.7998671655
1	8	1250	3250	0	0	0	25993.7998087328
1	8	1250	3250	0	0	0	25993.7998087328
1	8	1250	3750	0	0	0	29993.7997658822
1	8	1250	3750	0	0	0	29993.7997658822
1	8	1250	4250	0	0	0	33993.7997331141
1	8	1250	4250	0	0	0	33993.7997331141
1	8	1250	4750	0	0	0	37993.7997072445
1	8	1250	4750	0	0	0	37993.7997072445
1	8	1250	5250	0	0	0	41993.7996863025
1	8	1250	5250	0	0	0	41993.7996863025
1	8	625	5500	0	0	0	21996.8998386297
1	8	625	5500	0	0	0	21996.8998386297
1	8	625	5500	0	0	0	21996.8998386297
1	8	625	5500	0	0	0	21996.8998386297
1	8	625	5750	0	0	0	22996.8998345013
1	8	625	5750	0	0	0	22996.8998345013
1	8	625	5750	0	0	0	22996.8998345013
1	8	625	5750	0	0	0	22996.8998345013
1	8	625	6000	0	0	0	23996.8998307169
1	8	625	6000	0	0	0	23996.8998307169
1	8	625	6000	0	0	0	23996.8998307169
1	8	625	6000	0	0	0	23996.8998307169
1	8	625	6250	0	0	0	24996.8998272353
1	8	625	6250	0	0	0	24996.8998272353
1	8	625	6250	0	0	0	24996.8998272353
1	8	625	6250	0	0	0	24996.8998272353
1	8	625	6500	0	0	0	25996.8998240215
1	8	625	6500	0	0	0	25996.8998240215
1	8	625	6500	0	0	0	25996.8998240215
1	8	625	6500	0	0	0	25996.8998240215
1	8	625	6750	0	0	0	26996.8998210458
1	8	625	6750	0	0	0	26996.8998210458
1	8	625	6750	0	0	0	26996.8998210458
1	8	625	6750	0	0	0	26996.8998210458
1	8	625	7000	0	0	0	27996.8998182826
1	8	625	7000	0	0	0	27996.8998182826
1	8	625	7000	0	0	0	27996.8998182826
1	8	625	7000	0	0	0	27996.8998182826
