2	4	5000	650	670	0	0	9000
2	2	10000	570	630	0	0	4010.9771822856
2	2	10000	590	610	0	0	3984.35388175341
2	4	5000	690	800	0	0	9494.44944841698
2	4	5000	720	750	0	0	8931.45654864277
2	8	2500	850	900	0	0	8283.03328444801
1	4	5000	1100	0	0	0	14713.9642047466
1	4	5000	1000	0	0	0	11818.5637258894
1	4	5000	1300	0	0	0	20630.1134473615
1	4	5000	1200	0	0	0	17654.103136828
1	8	2500	1400	0	0	0	11817.6269073407
1	8	2500	1600	0	0	0	14856.637828736
1	8	2500	1800	0	0	0	17929.3011089645
1	8	2500	2000	0	0	0	21026.2065978002
1	8	2500	2500	0	0	0	28838.1884259967
1	8	1250	3000	0	0	0	18355.6614951276
1	8	1250	3000	0	0	0	18355.6614951276
1	8	1250	3500	0	0	0	22310.0380828803
1	8	1250	3500	0	0	0	22310.0380828803
1	8	1250	4000	0	0	0	26275.6720432164
1	8	1250	4000	0	0	0	26275.6720432164
1	8	1250	4500	0	0	0	30248.8655337646
1	8	1250	4500	0	0	0	30248.8655337646
1	8	1250	5000	0	0	0	34227.3768569168
1	8	1250	5000	0	0	0	34227.3768569168
1	8	2500	2250	0	0	0	24922.1160325057
1	8	2500	2750	0	0	0	32769.1251896876
1	8	1250	3250	0	0	0	20331.1248932477
1	8	1250	3250	0	0	0	20331.1248932477
1	8	1250	3750	0	0	0	24291.7242277931
1	8	1250	3750	0	0	0	24291.7242277931
1	8	1250	4250	0	0	0	28261.4882607514
1	8	1250	4250	0	0	0	28261.4882607514
1	8	1250	4750	0	0	0	32237.5602484406
1	8	1250	4750	0	0	0	32237.5602484406
1	8	1250	5250	0	0	0	36218.1566053323
1	8	1250	5250	0	0	0	36218.1566053323
1	8	625	5500	0	0	0	19104.884642786
1	8	625	5500	0	0	0	19104.884642786
1	8	625	5500	0	0	0	19104.884642786
1	8	625	5500	0	0	0	19104.884642786
1	8	625	5750	0	0	0	20101.0535533249
1	8	625	5750	0	0	0	20101.0535533249
1	8	625	5750	0	0	0	20101.0535533249
1	8	625	5750	0	0	0	20101.0535533249
1	8	625	6000	0	0	0	21097.5400387038
1	8	625	6000	0	0	0	21097.5400387038
1	8	625	6000	0	0	0	21097.5400387038
1	8	625	6000	0	0	0	21097.5400387038
1	8	625	6250	0	0	0	22094.3062417817
1	8	625	6250	0	0	0	22094.3062417817
1	8	625	6250	0	0	0	22094.3062417817
1	8	625	6250	0	0	0	22094.3062417817
1	8	625	6500	0	0	0	23091.3200842184
1	8	625	6500	0	0	0	23091.3200842184
1	8	625	6500	0	0	0	23091.3200842184
1	8	625	6500	0	0	0	23091.3200842184
1	8	625	6750	0	0	0	24088.5542057876
1	8	625	6750	0	0	0	24088.5542057876
1	8	625	6750	0	0	0	24088.5542057876
1	8	625	6750	0	0	0	24088.5542057876
1	8	625	7000	0	0	0	25085.9851287562
1	8	625	7000	0	0	0	25085.9851287562
1	8	625	7000	0	0	0	25085.9851287562
1	8	625	7000	0	0	0	25085.9851287562
